Latitude (decimal degrees):	51.437
Longitude (decimal degrees):	7.120
Elevation (m):	110
Radiation database:	PVGIS-SARAH3


Slope: 36 deg. (optimum)
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230727:1710,20.52,38.81,19.07,17.29,5.38,0.0
20230727:1810,20.11,38.27,9.97,17.32,5.31,0.0
20230727:1910,0.0,0.87,1.45,16.76,4.55,0.0
20230727:2010,0.0,0.0,0.0,16.72,4.55,0.0
20230727:2110,0.0,0.0,0.0,16.58,4.34,0.0
20230727:2210,0.0,0.0,0.0,16.36,4.14,0.0
20230727:2310,0.0,0.0,0.0,16.16,4.07,0.0
20230728:0010,0.0,0.0,0.0,15.98,3.93,0.0
20230728:0110,0.0,0.0,0.0,15.8,3.72,0.0
20230728:0210,0.0,0.0,0.0,15.78,3.59,0.0
20230728:0310,0.0,0.0,0.0,15.84,3.59,0.0
20230728:0410,0.0,0.87,2.1,15.94,3.59,0.0
20230728:0510,13.35,28.7,10.71,16.11,3.79,0.0
20230728:0610,57.93,85.95,19.86,16.37,4.14,0.0
20230728:0710,90.12,124.76,29.19,17.21,4.97,0.0
20230728:0810,207.09,262.43,38.31,17.44,4.14,0.0
20230728:0910,226.05,285.86,46.65,18.46,4.69,0.0
20230728:1010,181.52,235.09,53.35,19.86,4.41,0.0
20230728:1110,413.72,518.74,57.15,21.05,4.07,0.0
20230728:1210,211.7,273.79,56.94,21.81,3.93,0.0
20230728:1310,303.7,385.66,52.77,22.11,3.86,0.0
20230728:1410,96.82,135.85,45.85,22.48,4.0,0.0
20230728:1510,187.04,244.36,37.39,22.4,4.0,0.0
20230728:1610,72.83,106.28,28.23,21.78,3.79,0.0
20230728:1710,108.07,156.23,18.9,21.43,3.24,0.0
20230728:1810,28.13,49.58,9.79,20.38,2.48,0.0
20230728:1910,0.0,0.0,0.0,19.73,2.41,0.0
20230728:2010,0.0,0.0,0.0,18.78,2.48,0.0
20230728:2110,0.0,0.0,0.0,18.15,2.55,0.0
20230728:2210,0.0,0.0,0.0,17.68,2.34,0.0
20230728:2310,0.0,0.0,0.0,17.52,2.41,0.0
20230729:0010,0.0,0.0,0.0,17.47,2.62,0.0
20230729:0110,0.0,0.0,0.0,17.28,2.76,0.0
20230729:0210,0.0,0.0,0.0,17.28,2.69,0.0
20230729:0310,0.0,0.0,0.0,17.42,2.41,0.0
20230729:0410,0.0,0.87,1.92,17.38,2.55,0.0
20230729:0510,3.86,13.92,10.53,17.11,2.69,0.0
20230729:0610,46.36,72.08,19.68,17.12,2.55,0.0
20230729:0710,296.28,374.01,29.02,17.32,3.24,0.0
20230729:0810,410.87,505.91,38.13,18.25,4.21,0.0
20230729:0910,633.8,785.54,46.46,19.32,4.69,0.0
20230729:1010,160.27,209.78,53.14,20.04,5.03,0.0
20230729:1110,113.85,155.26,56.92,20.91,4.76,0.0
20230729:1210,229.36,294.43,56.71,21.65,4.48,0.0
20230729:1310,355.02,447.1,52.56,22.15,4.62,0.0
20230729:1410,111.67,152.49,45.65,20.57,4.41,0.0
20230729:1510,233.4,295.61,37.21,19.39,4.41,0.0
20230729:1610,309.53,397.42,28.05,19.08,3.17,0.0
20230729:1710,108.13,155.7,18.72,19.65,2.69,0.0
20230729:1810,2.87,12.18,9.61,19.28,2.34,0.0
20230729:1910,0.0,0.0,0.0,17.71,3.24,0.0
20230729:2010,0.0,0.0,0.0,17.19,2.41,0.0
20230729:2110,0.0,0.0,0.0,16.86,2.34,0.0
20230729:2210,0.0,0.0,0.0,16.63,2.55,0.0
20230729:2310,0.0,0.0,0.0,16.26,2.76,0.0
20230730:0010,0.0,0.0,0.0,15.94,3.03,0.0
20230730:0110,0.0,0.0,0.0,15.52,3.31,0.0
20230730:0210,0.0,0.0,0.0,14.96,3.45,0.0
20230730:0310,0.0,0.0,0.0,14.31,3.52,0.0
20230730:0410,0.0,0.87,1.73,13.93,3.52,0.0
20230730:0510,4.96,15.66,10.35,13.9,3.52,0.0
20230730:0610,27.83,48.06,19.51,14.62,3.38,0.0
20230730:0710,48.43,73.93,28.84,15.16,5.17,0.0
20230730:0810,94.77,129.38,37.95,15.68,5.45,0.0
20230730:0910,260.78,322.67,46.26,16.03,5.38,0.0
20230730:1010,541.08,659.63,52.92,17.2,5.79,0.0
20230730:1110,531.7,650.56,56.69,18.13,6.21,0.0
20230730:1210,555.36,680.97,56.47,18.76,6.48,0.0
20230730:1310,729.41,899.75,52.34,19.19,6.69,0.0
20230730:1410,422.95,518.74,45.45,19.11,6.28,0.0
20230730:1510,240.79,302.86,37.02,19.02,5.86,0.0
20230730:1610,196.39,252.51,27.87,18.93,5.59,0.0
20230730:1710,105.98,150.41,18.54,18.68,4.97,0.0
20230730:1810,6.9,19.13,9.42,18.37,4.07,0.0
20230730:1910,0.0,0.0,0.0,16.8,4.21,0.0
20230730:2010,0.0,0.0,0.0,15.54,4.0,0.0
20230730:2110,0.0,0.0,0.0,15.46,4.62,0.0
20230730:2210,0.0,0.0,0.0,15.34,5.45,0.0
20230730:2310,0.0,0.0,0.0,15.06,5.93,0.0
20230731:0010,0.0,0.0,0.0,15.26,6.41,0.0
20230731:0110,0.0,0.0,0.0,15.29,6.21,0.0
20230731:0210,0.0,0.0,0.0,15.17,6.0,0.0
20230731:0310,0.0,0.0,0.0,15.05,5.79,0.0
20230731:0410,0.0,0.87,1.53,15.0,5.45,0.0
20230731:0510,2.5,11.31,10.17,15.06,5.03,0.0
20230731:0610,8.99,22.18,19.33,15.41,4.9,0.0
20230731:0710,17.95,35.12,28.66,15.93,5.52,0.0
20230731:0810,204.4,256.92,37.76,16.06,5.52,0.0
20230731:0910,192.95,244.39,46.06,16.49,5.45,0.0
20230731:1010,106.9,144.17,52.7,16.76,5.93,0.0
20230731:1110,84.04,117.37,56.45,17.3,7.66,0.0
20230731:1210,191.38,243.44,56.23,17.85,7.38,0.0
20230731:1310,112.5,151.56,52.11,18.31,7.24,0.0
20230731:1410,90.66,125.69,45.24,17.97,6.14,0.0
20230731:1510,102.27,139.55,36.82,17.99,5.31,0.0
20230731:1610,53.02,80.4,27.68,17.9,5.52,0.0
20230731:1710,20.53,38.81,18.35,17.26,5.24,0.0
20230731:1810,9.19,22.61,9.22,16.91,5.59,0.0
20230731:1910,0.0,0.0,0.0,16.51,5.93,0.0
20230731:2010,0.0,0.0,0.0,16.39,5.17,0.0
20230731:2110,0.0,0.0,0.0,16.25,4.55,0.0
20230731:2210,0.0,0.0,0.0,16.15,4.14,0.0
20230731:2310,0.0,0.0,0.0,16.17,3.86,0.0
20230801:0010,0.0,0.0,0.0,16.12,3.86,0.0
20230801:0110,0.0,0.0,0.0,15.99,3.17,0.0
20230801:0210,0.0,0.0,0.0,15.87,2.14,0.0
20230801:0310,0.0,0.0,0.0,15.57,2.48,0.0
20230801:0410,0.0,0.0,0.0,15.2,3.1,0.0
20230801:0510,29.01,49.58,9.98,14.6,3.86,0.0
20230801:0610,63.55,92.15,19.15,14.6,5.03,0.0
20230801:0710,150.9,194.45,28.48,14.54,4.21,0.0
20230801:0810,302.36,371.68,37.57,15.63,3.86,0.0
20230801:0910,411.39,502.8,45.86,16.63,4.34,0.0
20230801:1010,469.81,575.88,52.48,17.4,4.69,0.0
20230801:1110,104.49,142.32,56.21,18.13,4.83,0.0
20230801:1210,134.92,178.36,55.98,18.41,5.24,0.0
20230801:1310,663.87,821.26,51.88,18.65,5.24,0.0
20230801:1410,504.97,619.66,45.03,18.9,5.38,0.0
20230801:1510,189.34,243.06,36.62,19.09,4.76,0.0
20230801:1610,162.6,211.49,27.48,18.27,5.24,0.0
20230801:1710,115.67,175.97,18.15,17.33,4.55,0.0
20230801:1810,30.02,51.32,9.02,16.85,4.0,0.0
20230801:1910,0.0,0.0,0.0,16.47,3.93,0.0
20230801:2010,0.0,0.0,0.0,16.13,3.66,0.0
20230801:2110,0.0,0.0,0.0,16.1,3.45,0.0
20230801:2210,0.0,0.0,0.0,16.04,3.52,0.0
20230801:2310,0.0,0.0,0.0,15.85,3.66,0.0
20230802:0010,0.0,0.0,0.0,15.46,3.59,0.0
20230802:0110,0.0,0.0,0.0,15.13,3.52,0.0
20230802:0210,0.0,0.0,0.0,15.01,3.38,0.0
20230802:0310,0.0,0.0,0.0,15.13,3.31,0.0
20230802:0410,0.0,0.0,0.0,15.38,3.59,0.0
20230802:0510,32.24,53.93,9.8,15.69,4.0,0.0
20230802:0610,29.78,50.83,18.97,16.05,4.41,0.0
20230802:0710,85.19,118.29,28.3,15.92,4.76,0.0
20230802:0810,264.82,327.07,37.38,16.18,5.38,0.0
20230802:0910,291.52,358.01,45.65,16.07,5.72,0.0
20230802:1010,184.74,235.12,52.25,16.68,5.45,0.0
20230802:1110,585.82,719.86,55.96,17.86,5.31,0.0
20230802:1210,358.32,444.84,55.73,19.22,4.9,0.0
20230802:1310,39.95,64.69,51.64,19.9,5.17,0.0
20230802:1410,267.65,335.81,44.81,19.8,5.79,0.0
20230802:1510,445.4,551.55,36.42,20.91,5.52,0.0
20230802:1610,38.77,62.84,27.28,18.45,4.69,0.0
20230802:1710,113.88,183.18,17.95,18.52,4.34,0.0
20230802:1810,29.81,51.32,8.81,18.3,4.83,0.0
20230802:1910,0.0,0.0,0.0,17.12,4.55,0.0
20230802:2010,0.0,0.0,0.0,16.62,5.03,0.0
20230802:2110,0.0,0.0,0.0,16.32,5.93,0.0
20230802:2210,0.0,0.0,0.0,16.04,6.41,0.0
20230802:2310,0.0,0.0,0.0,15.92,6.83,0.0
20230803:0010,0.0,0.0,0.0,15.54,7.1,0.0
20230803:0110,0.0,0.0,0.0,15.41,7.86,0.0
20230803:0210,0.0,0.0,0.0,15.08,8.07,0.0
20230803:0310,0.0,0.0,0.0,14.92,7.72,0.0
20230803:0410,0.0,0.0,0.0,14.93,7.86,0.0
20230803:0510,3.93,13.92,9.61,14.71,8.21,0.0
20230803:0610,13.41,28.65,18.78,15.08,7.72,0.0
20230803:0710,70.76,100.73,28.12,15.39,8.34,0.0
20230803:0810,256.67,316.14,37.19,15.85,6.9,0.0
20230803:0910,233.49,290.13,45.45,16.03,6.76,0.0
20230803:1010,99.52,135.85,52.02,17.37,5.93,0.0
20230803:1110,133.74,176.51,55.7,17.99,5.86,0.0
20230803:1210,103.55,141.4,55.47,18.75,6.21,0.0
20230803:1310,222.61,280.97,51.4,18.37,6.14,0.0
20230803:1410,313.47,384.21,44.59,16.63,5.93,0.0
20230803:1510,43.57,68.39,36.2,16.79,6.0,0.0
20230803:1610,133.46,175.43,27.08,16.42,5.17,0.0
20230803:1710,24.79,44.36,17.74,16.24,4.41,0.0
20230803:1810,5.95,17.4,8.6,15.56,4.14,0.0
20230803:1910,0.0,0.0,0.0,15.54,3.72,0.0
20230803:2010,0.0,0.0,0.0,15.14,3.17,0.0
20230803:2110,0.0,0.0,0.0,14.83,2.83,0.0
20230803:2210,0.0,0.0,0.0,14.46,2.41,0.0
20230803:2310,0.0,0.0,0.0,14.08,2.28,0.0
20230804:0010,0.0,0.0,0.0,13.81,2.21,0.0
20230804:0110,0.0,0.0,0.0,13.43,2.14,0.0
20230804:0210,0.0,0.0,0.0,13.02,2.14,0.0
20230804:0310,0.0,0.0,0.0,12.89,2.0,0.0
20230804:0410,0.0,0.0,0.0,12.61,1.86,0.0
20230804:0510,14.82,30.44,9.41,12.88,1.79,0.0
20230804:0610,81.94,114.65,18.6,13.55,2.55,0.0
20230804:0710,146.41,190.01,27.93,14.48,2.14,0.0
20230804:0810,218.28,275.43,37.0,15.72,1.86,0.0
20230804:0910,154.59,201.47,45.23,16.59,1.72,0.0
20230804:1010,409.96,512.0,51.78,17.52,1.93,0.0
20230804:1110,388.67,487.07,55.45,18.25,2.07,0.0
20230804:1210,594.13,757.72,55.21,19.32,2.07,0.0
20230804:1310,586.42,748.58,51.15,19.44,1.86,0.0
20230804:1410,216.4,276.03,44.35,18.82,3.1,0.0
20230804:1510,263.31,328.4,35.99,17.04,3.52,0.0
20230804:1610,97.54,134.07,26.86,17.43,2.76,0.0
20230804:1710,88.99,127.48,17.53,17.75,2.34,0.0
20230804:1810,25.96,46.1,8.39,17.11,2.48,0.0
20230804:1910,0.0,0.0,0.0,16.74,2.14,0.0
20230804:2010,0.0,0.0,0.0,15.79,1.79,0.0
20230804:2110,0.0,0.0,0.0,15.08,1.59,0.0
20230804:2210,0.0,0.0,0.0,14.46,1.45,0.0
20230804:2310,0.0,0.0,0.0,13.79,1.52,0.0
20230805:0010,0.0,0.0,0.0,13.22,1.45,0.0
20230805:0110,0.0,0.0,0.0,12.57,1.03,0.0
20230805:0210,0.0,0.0,0.0,13.28,0.34,0.0
20230805:0310,0.0,0.0,0.0,12.43,0.76,0.0
20230805:0410,0.0,0.0,0.0,11.08,1.24,0.0
20230805:0510,23.99,42.62,9.22,11.61,1.17,0.0
20230805:0610,60.49,88.47,18.41,13.78,1.72,0.0
20230805:0710,242.0,304.66,27.74,14.88,2.28,0.0
20230805:0810,380.63,468.95,36.8,16.09,2.48,0.0
20230805:0910,541.02,670.2,45.02,17.13,2.9,0.0
20230805:1010,512.06,636.46,51.54,18.16,3.24,0.0
20230805:1110,476.3,593.67,55.18,18.96,3.38,0.0
20230805:1210,315.36,395.53,54.94,19.47,3.66,0.0
20230805:1310,253.93,321.93,50.9,19.92,3.79,0.0
20230805:1410,90.18,126.61,44.12,20.13,3.38,0.0
20230805:1510,58.1,86.87,35.76,18.28,3.52,0.0
20230805:1610,87.34,121.06,26.65,16.0,3.31,0.0
20230805:1710,7.79,20.33,17.31,15.29,1.17,0.0
20230805:1810,24.9,44.36,8.16,15.05,1.79,0.0
20230805:1910,0.0,0.0,0.0,15.27,2.48,0.0
20230805:2010,0.0,0.0,0.0,14.93,2.62,0.0
20230805:2110,0.0,0.0,0.0,14.65,2.76,0.0
20230805:2210,0.0,0.0,0.0,14.54,2.97,0.0
20230805:2310,0.0,0.0,0.0,14.38,3.24,0.0
20230806:0010,0.0,0.0,0.0,14.32,3.38,0.0
20230806:0110,0.0,0.0,0.0,14.12,3.24,0.0
20230806:0210,0.0,0.0,0.0,14.14,2.97,0.0
20230806:0310,0.0,0.0,0.0,13.94,2.48,0.0
20230806:0410,0.0,0.0,0.0,13.71,2.07,0.0
20230806:0510,31.84,53.06,9.02,13.63,1.79,0.0
20230806:0610,102.73,143.22,18.22,14.34,1.72,0.0
20230806:0710,247.02,312.32,27.55,14.99,1.45,0.0
20230806:0810,261.23,327.01,36.6,15.68,1.38,0.0
20230806:0910,291.77,363.45,44.8,15.99,1.86,0.0
20230806:1010,171.74,220.87,51.3,16.12,2.41,0.0
20230806:1110,101.07,137.7,54.92,16.56,2.9,0.0
20230806:1210,42.78,67.46,54.67,16.79,3.93,0.0
20230806:1310,44.49,69.31,50.64,15.8,4.21,0.0
20230806:1410,52.19,78.55,43.88,15.34,5.79,0.0
20230806:1510,70.04,99.81,35.53,14.84,5.52,0.0
20230806:1610,74.94,105.35,26.42,14.17,5.1,0.0
20230806:1710,13.48,28.65,17.09,14.07,5.24,0.0
20230806:1810,0.48,6.96,7.94,13.66,5.1,0.0
20230806:1910,0.0,0.0,0.0,13.14,4.76,0.0
20230806:2010,0.0,0.0,0.0,12.83,5.03,0.0
20230806:2110,0.0,0.0,0.0,12.62,5.03,0.0
20230806:2210,0.0,0.0,0.0,12.42,5.38,0.0
20230806:2310,0.0,0.0,0.0,12.24,5.03,0.0
20230807:0010,0.0,0.0,0.0,12.1,5.1,0.0
20230807:0110,0.0,0.0,0.0,12.02,5.17,0.0
20230807:0210,0.0,0.0,0.0,11.96,5.17,0.0
20230807:0310,0.0,0.0,0.0,11.76,5.03,0.0
20230807:0410,0.0,0.0,0.0,11.57,4.9,0.0
20230807:0510,2.11,10.44,8.83,11.42,4.48,0.0
20230807:0610,13.67,28.65,18.03,11.44,4.34,0.0
20230807:0710,21.81,39.74,27.36,12.0,5.17,0.0
20230807:0810,111.67,146.94,36.4,12.06,5.1,0.0
20230807:0910,226.89,279.12,44.58,12.6,5.1,0.0
20230807:1010,221.78,274.75,51.05,13.31,4.48,0.0
20230807:1110,91.08,124.76,54.65,14.98,4.76,0.0
20230807:1210,822.11,1015.56,54.4,16.18,5.59,0.0
20230807:1310,223.85,280.21,50.37,16.69,6.34,0.0
20230807:1410,263.95,326.35,43.63,16.77,6.55,0.0
20230807:1510,339.36,413.8,35.3,16.81,6.62,0.0
20230807:1610,90.48,124.84,26.2,16.69,6.0,0.0
20230807:1710,92.96,132.83,16.86,15.98,4.55,0.0
20230807:1810,17.11,33.92,7.7,15.52,4.0,0.0
20230807:1910,0.0,0.0,0.0,14.67,3.45,0.0
20230807:2010,0.0,0.0,0.0,13.91,3.17,0.0
20230807:2110,0.0,0.0,0.0,13.3,3.17,0.0
20230807:2210,0.0,0.0,0.0,12.94,3.24,0.0
20230807:2310,0.0,0.0,0.0,12.49,3.31,0.0
20230808:0010,0.0,0.0,0.0,12.34,3.59,0.0
20230808:0110,0.0,0.0,0.0,12.34,3.79,0.0
20230808:0210,0.0,0.0,0.0,12.36,3.72,0.0
20230808:0310,0.0,0.0,0.0,12.28,3.59,0.0
20230808:0410,0.0,0.0,0.0,12.51,3.79,0.0
20230808:0510,3.01,12.18,8.63,12.4,3.93,0.0
20230808:0610,42.12,65.62,17.83,12.83,3.72,0.0
20230808:0710,176.79,223.8,27.16,13.72,4.76,0.0
20230808:0810,273.17,335.04,36.19,14.63,4.62,0.0
20230808:0910,532.45,642.95,44.36,15.56,5.45,0.0
20230808:1010,396.45,482.21,50.8,16.35,5.79,0.0
20230808:1110,373.07,456.47,54.37,17.06,5.79,0.0
20230808:1210,215.16,271.18,54.11,17.21,5.66,0.0
20230808:1310,630.66,772.71,50.1,17.72,5.72,0.0
20230808:1410,306.7,378.42,43.38,17.81,5.79,0.0
20230808:1510,248.53,310.25,35.06,17.94,5.86,0.0
20230808:1610,218.3,277.99,25.96,17.36,5.38,0.0
20230808:1710,94.46,135.97,16.63,16.72,4.69,0.0
20230808:1810,2.48,11.31,7.46,16.19,4.28,0.0
20230808:1910,0.0,0.0,0.0,15.74,3.72,0.0
20230808:2010,0.0,0.0,0.0,14.93,3.38,0.0
20230808:2110,0.0,0.0,0.0,14.54,2.9,0.0
20230808:2210,0.0,0.0,0.0,14.31,2.83,0.0
20230808:2310,0.0,0.0,0.0,13.97,2.97,0.0
20230809:0010,0.0,0.0,0.0,13.96,3.31,0.0
20230809:0110,0.0,0.0,0.0,13.83,2.9,0.0
20230809:0210,0.0,0.0,0.0,13.68,2.34,0.0
20230809:0310,0.0,0.0,0.0,13.56,1.45,0.0
20230809:0410,0.0,0.0,0.0,13.4,1.17,0.0
20230809:0510,18.59,35.66,8.42,13.04,1.17,0.0
20230809:0610,103.2,144.09,17.64,13.73,1.59,0.0
20230809:0710,255.55,320.18,26.96,13.4,1.66,0.0
20230809:0810,459.65,568.75,35.98,14.58,1.24,0.0
20230809:0910,626.8,795.68,44.13,15.85,1.1,0.0
20230809:1010,479.92,602.12,50.55,16.96,1.45,0.0
20230809:1110,366.92,460.2,54.09,17.86,1.72,0.0
20230809:1210,429.2,537.84,53.83,18.73,2.34,0.0
20230809:1310,466.15,582.51,49.83,19.14,2.9,0.0
20230809:1410,523.5,656.91,43.12,19.08,2.41,0.0
20230809:1510,478.25,597.44,34.81,19.15,2.69,0.0
20230809:1610,228.2,294.78,25.72,18.71,2.34,0.0
20230809:1710,41.66,66.54,16.39,18.26,2.34,0.0
20230809:1810,21.34,40.01,7.22,17.55,2.21,0.0
20230809:1910,0.0,0.0,0.0,16.77,2.62,0.0
20230809:2010,0.0,0.0,0.0,15.9,2.41,0.0
20230809:2110,0.0,0.0,0.0,14.82,2.21,0.0
20230809:2210,0.0,0.0,0.0,14.02,1.93,0.0
20230809:2310,0.0,0.0,0.0,13.01,1.72,0.0
20230810:0010,0.0,0.0,0.0,11.91,1.45,0.0
20230810:0110,0.0,0.0,0.0,10.94,1.38,0.0
20230810:0210,0.0,0.0,0.0,10.65,1.31,0.0
20230810:0310,0.0,0.0,0.0,10.8,1.1,0.0
20230810:0410,0.0,0.0,0.0,11.14,0.83,0.0
20230810:0510,22.68,40.88,8.22,11.36,0.69,0.0
20230810:0610,127.74,193.06,17.44,12.7,0.69,0.0
20230810:0710,324.3,411.17,26.76,14.5,0.83,0.0
20230810:0810,506.81,635.73,35.77,15.95,0.97,0.0
20230810:0910,655.24,846.03,43.9,17.12,0.83,0.0
20230810:1010,729.54,964.04,50.29,18.15,0.83,0.0
20230810:1110,746.92,996.44,53.81,19.13,0.9,0.0
20230810:1210,485.54,623.43,53.54,19.97,0.97,0.0
20230810:1310,550.71,710.42,49.55,20.76,1.31,0.0
20230810:1410,434.8,553.98,42.85,20.92,1.38,0.0
20230810:1510,387.2,493.46,34.56,21.23,1.38,0.0
20230810:1610,288.9,380.28,25.48,21.01,1.31,0.0
20230810:1710,99.45,162.76,16.15,20.73,1.03,0.0
20230810:1810,20.39,39.14,6.97,20.22,0.97,0.0
20230810:1910,0.0,0.0,0.0,18.82,1.66,0.0
20230810:2010,0.0,0.0,0.0,17.4,1.86,0.0
20230810:2110,0.0,0.0,0.0,16.35,1.86,0.0
20230810:2210,0.0,0.0,0.0,15.57,1.93,0.0
20230810:2310,0.0,0.0,0.0,15.05,2.07,0.0
20230811:0010,0.0,0.0,0.0,14.73,2.07,0.0
20230811:0110,0.0,0.0,0.0,14.48,2.14,0.0
20230811:0210,0.0,0.0,0.0,14.28,2.14,0.0
20230811:0310,0.0,0.0,0.0,14.18,2.28,0.0
20230811:0410,0.0,0.0,0.0,14.21,2.34,0.0
20230811:0510,25.64,45.23,8.02,14.53,2.34,0.0
20230811:0610,122.88,187.59,17.24,16.21,2.07,0.0
20230811:0710,321.1,410.41,26.56,18.68,2.55,0.0
20230811:0810,492.58,618.29,35.56,20.62,2.9,0.0
20230811:0910,648.77,830.66,43.67,22.26,2.97,0.0
20230811:1010,719.49,939.77,50.03,23.63,2.9,0.0
20230811:1110,763.65,1013.1,53.53,24.74,2.83,0.0
20230811:1210,776.09,1036.28,53.24,25.55,2.83,0.0
20230811:1310,676.38,890.2,49.26,26.11,2.9,0.0
20230811:1410,473.27,611.71,42.59,26.46,2.9,0.0
20230811:1510,270.3,352.53,34.31,26.51,2.83,0.0
20230811:1610,275.59,370.09,25.23,26.22,2.28,0.0
20230811:1710,95.2,159.11,15.9,25.43,1.52,0.0
20230811:1810,19.32,38.27,6.72,24.48,1.72,0.0
20230811:1910,0.0,0.0,0.0,23.43,1.59,0.0
20230811:2010,0.0,0.0,0.0,21.89,1.66,0.0
20230811:2110,0.0,0.0,0.0,20.77,1.66,0.0
20230811:2210,0.0,0.0,0.0,20.17,1.52,0.0
20230811:2310,0.0,0.0,0.0,19.67,1.31,0.0
20230812:0010,0.0,0.0,0.0,19.29,1.24,0.0
20230812:0110,0.0,0.0,0.0,18.98,1.38,0.0
20230812:0210,0.0,0.0,0.0,18.81,1.24,0.0
20230812:0310,0.0,0.0,0.0,18.58,1.24,0.0
20230812:0410,0.0,0.0,0.0,18.54,1.38,0.0
20230812:0510,0.45,6.96,7.81,18.57,1.59,0.0
20230812:0610,7.04,19.41,17.04,19.1,1.72,0.0
20230812:0710,125.23,168.9,26.36,19.99,2.83,0.0
20230812:0810,146.04,193.5,35.35,20.48,3.93,0.0
20230812:0910,118.72,160.8,43.43,20.14,3.66,0.0
20230812:1010,294.95,371.33,49.76,20.55,4.28,0.0
20230812:1110,217.52,278.68,53.23,20.51,4.48,0.0
20230812:1210,220.32,281.92,52.94,20.26,4.14,0.0
20230812:1310,146.85,195.0,48.97,20.72,3.38,0.0
20230812:1410,133.04,179.29,42.31,21.79,3.38,0.0
20230812:1510,332.35,419.66,34.05,22.21,3.72,0.0
20230812:1610,229.64,301.08,24.98,22.34,3.59,0.0
20230812:1710,93.65,152.92,15.65,21.84,2.76,0.0
20230812:1810,17.82,35.66,6.46,21.03,2.0,0.0
20230812:1910,0.0,0.0,0.0,19.67,2.0,0.0
20230812:2010,0.0,0.0,0.0,18.93,1.66,0.0
20230812:2110,0.0,0.0,0.0,18.22,1.66,0.0
20230812:2210,0.0,0.0,0.0,17.62,1.79,0.0
20230812:2310,0.0,0.0,0.0,17.28,2.0,0.0
20230813:0010,0.0,0.0,0.0,17.0,2.14,0.0
20230813:0110,0.0,0.0,0.0,16.59,2.21,0.0
20230813:0210,0.0,0.0,0.0,16.34,2.21,0.0
20230813:0310,0.0,0.0,0.0,16.05,2.21,0.0
20230813:0410,0.0,0.0,0.0,15.94,2.21,0.0
20230813:0510,13.37,28.7,7.6,15.76,2.07,0.0
20230813:0610,68.85,100.51,16.83,16.7,1.72,0.0
20230813:0710,184.63,239.16,26.15,17.8,1.93,0.0
20230813:0810,289.27,364.3,35.13,19.05,2.21,0.0
20230813:0910,528.25,666.66,43.19,20.15,2.41,0.0
20230813:1010,587.2,748.17,49.5,21.11,2.69,0.0
20230813:1110,506.98,640.54,52.94,21.81,3.52,0.0
20230813:1210,388.02,489.51,52.64,22.25,3.93,0.0
20230813:1310,505.89,640.83,48.68,22.21,3.24,0.0
20230813:1410,313.03,397.64,42.03,22.67,3.45,0.0
20230813:1510,275.84,353.0,33.78,22.78,2.97,0.0
20230813:1610,274.09,361.45,24.72,22.75,2.62,0.0
20230813:1710,93.1,157.0,15.39,22.26,2.0,0.0
20230813:1810,15.95,33.05,6.2,21.36,1.72,0.0
20230813:1910,0.0,0.0,0.0,20.29,1.86,0.0
20230813:2010,0.0,0.0,0.0,19.02,1.79,0.0
20230813:2110,0.0,0.0,0.0,18.21,1.59,0.0
20230813:2210,0.0,0.0,0.0,17.35,1.1,0.0
20230813:2310,0.0,0.0,0.0,18.08,0.28,0.0
20230814:0010,0.0,0.0,0.0,17.7,0.55,0.0
20230814:0110,0.0,0.0,0.0,15.77,1.17,0.0
20230814:0210,0.0,0.0,0.0,14.37,1.52,0.0
20230814:0310,0.0,0.0,0.0,13.77,1.72,0.0
20230814:0410,0.0,0.0,0.0,13.51,1.72,0.0
20230814:0510,22.45,40.88,7.39,13.46,1.45,0.0
20230814:0610,89.76,128.5,16.63,15.74,0.97,0.0
20230814:0710,182.26,238.1,25.95,18.24,0.69,0.0
20230814:0810,315.54,401.66,34.91,19.62,0.69,0.0
20230814:0910,613.09,800.72,42.95,20.88,0.9,0.0
20230814:1010,689.71,910.78,49.23,22.5,1.59,0.0
20230814:1110,575.28,745.17,52.64,23.67,2.41,0.0
20230814:1210,716.15,943.84,52.33,24.27,2.62,0.0
20230814:1310,363.98,468.54,48.38,24.87,2.55,0.0
20230814:1410,580.42,752.54,41.75,25.31,2.62,0.0
20230814:1510,176.39,236.11,33.51,25.71,2.14,0.0
20230814:1610,211.47,284.8,24.45,25.81,1.72,0.0
20230814:1710,88.85,150.5,15.12,24.95,0.83,0.0
20230814:1810,12.21,27.83,5.93,23.66,1.31,0.0
20230814:1910,0.0,0.0,0.0,22.89,2.83,0.0
20230814:2010,0.0,0.0,0.0,22.02,2.9,0.0
20230814:2110,0.0,0.0,0.0,21.52,2.76,0.0
20230814:2210,0.0,0.0,0.0,21.12,2.69,0.0
20230814:2310,0.0,0.0,0.0,20.92,2.69,0.0
20230815:0010,0.0,0.0,0.0,20.49,2.83,0.0
20230815:0110,0.0,0.0,0.0,20.54,3.1,0.0
20230815:0210,0.0,0.0,0.0,20.41,3.24,0.0
20230815:0310,0.0,0.0,0.0,20.29,3.17,0.0
20230815:0410,0.0,0.0,0.0,20.03,2.9,0.0
20230815:0510,4.77,15.66,7.18,19.86,2.55,0.0
20230815:0610,70.07,103.8,16.42,20.01,2.62,0.0
