Latitude (decimal degrees):	52.497
Longitude (decimal degrees):	13.334
Elevation (m):	44
Radiation database:	PVGIS-SARAH3


Slope: 37 deg. (optimum)
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1000.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230606:1811,11630.0,26.69,8.42,20.98,1.59,0.0
20230606:1911,0.0,0.0,0.0,20.11,0.9,0.0
20230606:2011,0.0,0.0,0.0,19.14,0.55,0.0
20230606:2111,0.0,0.0,0.0,18.74,0.28,0.0
20230606:2211,0.0,0.0,0.0,17.64,1.45,0.0
20230606:2311,0.0,0.0,0.0,17.37,2.14,0.0
20230607:0011,0.0,0.0,0.0,16.95,2.48,0.0
20230607:0111,0.0,0.0,0.0,16.65,2.69,0.0
20230607:0211,0.0,0.0,0.0,16.28,2.69,0.0
20230607:0311,0.0,0.86,2.19,15.9,2.69,0.0
20230607:0411,1570.0,9.47,10.07,15.94,2.55,0.0
20230607:0511,89530.0,127.58,18.7,16.47,2.28,0.0
20230607:0611,239700.0,314.18,27.74,17.56,2.28,0.0
20230607:0711,273930.0,347.39,36.83,20.34,3.1,0.0
20230607:0811,485080.0,612.59,45.52,22.28,3.38,0.0
20230607:0911,548540.0,700.8,53.11,23.76,3.52,0.0
20230607:1011,742070.0,980.41,58.49,25.2,3.03,0.0
20230607:1111,720990.0,963.76,60.23,26.24,2.55,0.0
20230607:1211,709190.0,949.0,57.71,26.85,2.48,0.0
20230607:1311,525000.0,687.36,51.81,27.29,2.62,0.0
20230607:1411,381060.0,495.85,43.94,27.67,2.83,0.0
20230607:1511,311460.0,407.92,35.13,27.47,2.97,0.0
20230607:1611,179900.0,248.98,26.02,27.16,3.03,0.0
20230607:1711,76100.0,118.4,17.03,26.47,2.97,0.0
20230607:1811,22050.0,42.18,8.52,25.2,2.9,0.0
20230607:1911,0.0,0.0,0.0,23.72,2.21,0.0
20230607:2011,0.0,0.0,0.0,22.44,2.9,0.0
20230607:2111,0.0,0.0,0.0,21.25,3.24,0.0
20230607:2211,0.0,0.0,0.0,20.14,2.97,0.0
20230607:2311,0.0,0.0,0.0,19.25,2.48,0.0
20230608:0011,0.0,0.0,0.0,18.22,1.93,0.0
20230608:0111,0.0,0.0,0.0,16.71,1.59,0.0
20230608:0211,0.0,0.0,0.0,15.88,1.59,0.0
20230608:0311,0.0,0.86,2.24,14.86,1.72,0.0
20230608:0411,31240.0,52.51,10.12,14.72,1.66,0.0
20230608:0511,96770.0,141.74,18.74,17.22,1.66,0.0
20230608:0611,183560.0,241.26,27.78,19.23,2.07,0.0
20230608:0711,391900.0,497.37,36.87,21.65,2.62,0.0
20230608:0811,576270.0,738.25,45.57,23.4,2.83,0.0
20230608:0911,680110.0,887.76,53.17,24.56,2.9,0.0
20230608:1011,746840.0,992.57,58.56,25.91,2.97,0.0
20230608:1111,732370.0,983.51,60.33,26.74,2.55,0.0
20230608:1211,414300.0,539.76,57.81,26.71,2.48,0.0
20230608:1311,544150.0,714.67,51.91,26.98,2.34,0.0
20230608:1411,520140.0,680.07,44.04,26.97,2.28,0.0
20230608:1511,310260.0,406.52,35.23,26.9,2.41,0.0
20230608:1611,117170.0,164.3,26.12,26.35,2.62,0.0
20230608:1711,77920.0,119.69,17.13,25.69,2.76,0.0
20230608:1811,18410.0,37.01,8.62,24.83,2.48,0.0
20230608:1911,0.0,0.0,0.0,23.55,3.38,0.0
20230608:2011,0.0,0.0,0.0,22.14,3.52,0.0
20230608:2111,0.0,0.0,0.0,21.01,3.17,0.0
20230608:2211,0.0,0.0,0.0,19.99,2.97,0.0
20230608:2311,0.0,0.0,0.0,19.04,2.83,0.0
20230609:0011,0.0,0.0,0.0,18.5,2.69,0.0
20230609:0111,0.0,0.0,0.0,17.96,2.62,0.0
20230609:0211,0.0,0.0,0.0,17.36,2.62,0.0
20230609:0311,0.0,0.86,2.29,16.83,2.55,0.0
20230609:0411,35640.0,58.54,10.16,16.78,2.48,0.0
20230609:0511,88590.0,144.63,18.78,17.6,2.34,0.0
20230609:0611,250400.0,331.92,27.82,19.3,2.76,0.0
20230609:0711,425190.0,536.69,36.91,20.92,2.9,0.0
20230609:0811,496450.0,630.69,45.61,22.47,2.83,0.0
20230609:0911,390910.0,500.83,53.22,24.17,2.9,0.0
20230609:1011,745020.0,987.74,58.64,25.7,3.03,0.0
20230609:1111,766670.0,1027.68,60.42,26.74,2.97,0.0
20230609:1211,738050.0,986.68,57.91,27.25,2.97,0.0
20230609:1311,663020.0,874.85,52.01,27.38,3.03,0.0
20230609:1411,549920.0,714.85,44.13,27.44,3.24,0.0
20230609:1511,398510.0,518.86,35.32,27.16,3.38,0.0
20230609:1611,210510.0,296.23,26.21,26.82,3.31,0.0
20230609:1711,55370.0,109.69,17.23,26.18,3.52,0.0
20230609:1811,27110.0,49.07,8.72,24.95,3.66,0.0
20230609:1911,0.0,0.0,0.0,22.53,4.28,0.0
20230609:2011,0.0,0.0,0.0,20.65,3.93,0.0
20230609:2111,0.0,0.0,0.0,19.36,3.59,0.0
20230609:2211,0.0,0.0,0.0,18.63,3.1,0.0
20230609:2311,0.0,0.0,0.0,17.99,2.9,0.0
20230610:0011,0.0,0.0,0.0,17.76,2.83,0.0
20230610:0111,0.0,0.0,0.0,17.42,2.62,0.0
20230610:0211,0.0,0.0,0.0,17.07,2.55,0.0
20230610:0311,0.0,0.86,2.34,16.77,2.55,0.0
20230610:0411,35610.0,58.54,10.2,16.91,2.48,0.0
20230610:0511,80740.0,141.1,18.82,18.26,2.48,0.0
20230610:0611,208870.0,274.99,27.85,20.29,2.83,0.0
20230610:0711,346030.0,437.49,36.94,20.79,2.76,0.0
20230610:0811,346880.0,440.32,45.65,22.25,2.9,0.0
20230610:0911,630250.0,815.47,53.27,24.09,3.03,0.0
20230610:1011,309020.0,400.82,58.7,25.97,3.24,0.0
20230610:1111,485580.0,630.05,60.5,27.25,3.72,0.0
20230610:1211,732820.0,970.12,58.0,27.99,3.93,0.0
20230610:1311,659960.0,865.98,52.1,28.49,4.0,0.0
20230610:1411,392470.0,507.78,44.22,28.28,4.28,0.0
20230610:1511,392400.0,506.95,35.41,26.86,4.48,0.0
20230610:1611,210950.0,295.18,26.3,26.6,4.41,0.0
20230610:1711,62590.0,115.13,17.32,26.22,3.79,0.0
20230610:1811,24530.0,45.62,8.81,25.26,3.03,0.0
20230610:1911,0.0,0.0,0.0,23.81,2.76,0.0
20230610:2011,0.0,0.0,0.0,22.53,3.38,0.0
20230610:2111,0.0,0.0,0.0,21.71,4.28,0.0
20230610:2211,0.0,0.0,0.0,20.84,4.14,0.0
20230610:2311,0.0,0.0,0.0,19.69,3.45,0.0
20230611:0011,0.0,0.0,0.0,18.47,3.1,0.0
20230611:0111,0.0,0.0,0.0,17.32,2.9,0.0
20230611:0211,0.0,0.0,0.0,16.27,2.83,0.0
20230611:0311,0.0,0.86,2.37,15.36,2.76,0.0
20230611:0411,34580.0,56.81,10.23,15.16,2.69,0.0
20230611:0511,78010.0,140.28,18.84,16.24,2.62,0.0
20230611:0611,262760.0,347.69,27.87,18.08,2.97,0.0
20230611:0711,448860.0,564.22,36.97,19.47,2.62,0.0
20230611:0811,596300.0,760.59,45.68,21.22,2.41,0.0
20230611:0911,695920.0,909.45,53.31,22.85,2.34,0.0
20230611:1011,757860.0,1005.01,58.76,24.16,2.62,0.0
20230611:1111,707680.0,933.82,60.57,25.0,2.9,0.0
20230611:1211,628220.0,822.3,58.08,25.74,3.03,0.0
20230611:1311,521240.0,675.37,52.18,26.1,3.1,0.0
20230611:1411,473240.0,609.98,44.31,26.08,3.17,0.0
20230611:1511,370280.0,479.04,35.5,25.71,3.24,0.0
20230611:1611,190320.0,260.23,26.39,25.33,3.24,0.0
20230611:1711,71230.0,121.84,17.4,25.07,3.17,0.0
20230611:1811,26550.0,48.21,8.89,24.29,2.62,0.0
20230611:1911,0.0,0.0,0.0,23.18,2.48,0.0
20230611:2011,0.0,0.0,0.0,22.01,2.83,0.0
20230611:2111,0.0,0.0,0.0,21.35,3.52,0.0
20230611:2211,0.0,0.0,0.0,20.71,4.0,0.0
20230611:2311,0.0,0.0,0.0,20.05,3.79,0.0
20230612:0011,0.0,0.0,0.0,19.09,3.17,0.0
20230612:0111,0.0,0.0,0.0,17.99,2.76,0.0
20230612:0211,0.0,0.0,0.0,16.87,2.69,0.0
20230612:0311,0.0,1.72,2.41,15.98,2.76,0.0
20230612:0411,35830.0,58.54,10.26,15.75,2.76,0.0
20230612:0511,78280.0,140.93,18.86,16.69,2.62,0.0
20230612:0611,264640.0,350.64,27.89,18.52,3.24,0.0
20230612:0711,451800.0,568.18,36.99,20.27,3.1,0.0
20230612:0811,604500.0,766.23,45.7,22.01,3.45,0.0
20230612:0911,0.0,0.0,0.0,23.04,4.14,0.0
20230612:1011,607980.0,778.34,58.81,23.72,4.07,0.0
20230612:1111,545460.0,698.51,60.64,24.36,4.0,0.0
20230612:1211,534080.0,686.16,58.16,24.98,3.79,0.0
20230612:1311,672250.0,874.12,52.26,25.36,3.52,0.0
20230612:1411,552950.0,711.84,44.39,25.59,3.38,0.0
20230612:1511,404600.0,523.27,35.58,25.63,3.24,0.0
20230612:1611,222350.0,312.56,26.47,25.44,2.9,0.0
20230612:1711,58090.0,114.13,17.48,25.07,2.62,0.0
20230612:1811,24020.0,44.76,8.97,24.24,2.0,0.0
20230612:1911,0.0,0.0,0.0,22.1,1.45,0.0
20230612:2011,0.0,0.0,0.0,20.3,2.14,0.0
20230612:2111,0.0,0.0,0.0,19.44,2.69,0.0
20230612:2211,0.0,0.0,0.0,18.66,2.83,0.0
20230612:2311,0.0,0.0,0.0,18.1,2.55,0.0
20230613:0011,0.0,0.0,0.0,17.48,2.14,0.0
20230613:0111,0.0,0.0,0.0,16.81,2.0,0.0
20230613:0211,0.0,0.0,0.0,15.95,1.86,0.0
20230613:0311,2000.0,10.33,2.43,15.35,1.79,0.0
20230613:0411,36560.0,59.4,10.28,15.31,1.72,0.0
20230613:0511,99030.0,146.76,18.88,17.33,1.59,0.0
20230613:0611,253310.0,336.26,27.91,18.76,2.14,0.0
20230613:0711,418260.0,525.69,37.0,19.42,2.55,0.0
20230613:0811,534270.0,671.36,45.72,20.84,3.38,0.0
20230613:0911,716170.0,911.28,53.38,21.94,4.28,0.0
20230613:1011,665820.0,847.37,58.85,22.54,4.55,0.0
20230613:1111,421920.0,532.85,60.7,22.85,4.55,0.0
20230613:1211,618650.0,786.26,58.23,22.9,4.48,0.0
20230613:1311,675480.0,859.13,52.34,22.94,4.48,0.0
20230613:1411,224460.0,289.4,44.46,22.58,4.48,0.0
20230613:1511,375690.0,474.05,35.65,22.1,4.69,0.0
20230613:1611,187330.0,248.95,26.54,21.05,4.9,0.0
20230613:1711,53310.0,110.79,17.56,20.12,4.69,0.0
20230613:1811,22130.0,41.32,9.05,19.26,3.93,0.0
20230613:1911,0.0,0.0,0.0,18.34,3.45,0.0
20230613:2011,0.0,0.0,0.0,17.51,3.31,0.0
20230613:2111,0.0,0.0,0.0,16.84,3.38,0.0
20230613:2211,0.0,0.0,0.0,16.33,3.38,0.0
20230613:2311,0.0,0.0,0.0,15.71,2.97,0.0
20230614:0011,0.0,0.0,0.0,15.09,2.76,0.0
20230614:0111,0.0,0.0,0.0,14.38,2.55,0.0
20230614:0211,0.0,0.0,0.0,13.77,2.41,0.0
20230614:0311,0.0,0.86,2.45,13.22,2.28,0.0
20230614:0411,36230.0,58.54,10.29,13.49,2.07,0.0
20230614:0511,76900.0,139.34,18.89,15.01,2.07,0.0
20230614:0611,57390.0,85.42,27.91,16.45,2.48,0.0
20230614:0711,207160.0,263.26,37.01,17.1,2.83,0.0
20230614:0811,373760.0,465.04,45.74,18.31,2.9,0.0
20230614:0911,422670.0,529.34,53.4,19.71,3.03,0.0
20230614:1011,210480.0,271.61,58.89,21.07,3.66,0.0
20230614:1111,294310.0,374.57,60.75,21.94,3.72,0.0
20230614:1211,647980.0,827.71,58.29,22.2,3.72,0.0
20230614:1311,638830.0,813.05,52.41,22.66,3.93,0.0
20230614:1411,343160.0,434.78,44.53,22.83,3.86,0.0
20230614:1511,184580.0,241.94,35.72,22.63,3.79,0.0
20230614:1611,230470.0,319.39,26.61,22.73,3.86,0.0
20230614:1711,53070.0,111.14,17.63,22.29,3.59,0.0
20230614:1811,21910.0,41.32,9.12,21.14,3.17,0.0
20230614:1911,0.0,0.0,0.0,20.33,2.34,0.0
20230614:2011,0.0,0.0,0.0,18.95,1.79,0.0
20230614:2111,0.0,0.0,0.0,17.58,1.93,0.0
20230614:2211,0.0,0.0,0.0,16.48,2.07,0.0
20230614:2311,0.0,0.0,0.0,15.68,2.0,0.0
20230615:0011,0.0,0.0,0.0,14.86,1.93,0.0
20230615:0111,0.0,0.0,0.0,14.1,1.86,0.0
20230615:0211,0.0,0.0,0.0,13.61,1.93,0.0
20230615:0311,0.0,1.72,2.46,13.58,2.0,0.0
20230615:0411,32070.0,53.37,10.3,13.83,2.21,0.0
20230615:0511,86030.0,121.0,18.9,14.74,2.34,0.0
20230615:0611,253720.0,332.94,27.92,16.27,2.41,0.0
20230615:0711,385760.0,481.51,37.02,17.51,2.21,0.0
20230615:0811,532140.0,665.12,45.74,18.9,2.83,0.0
20230615:0911,688310.0,875.66,53.42,19.86,3.03,0.0
20230615:1011,149150.0,197.48,58.92,20.4,3.31,0.0
20230615:1111,182260.0,236.97,60.8,20.41,3.66,0.0
20230615:1211,362840.0,455.64,58.35,20.44,3.66,0.0
20230615:1311,94760.0,132.26,52.47,20.34,3.17,0.0
20230615:1411,471060.0,591.3,44.6,20.37,2.9,0.0
20230615:1511,88760.0,124.91,35.79,20.03,2.83,0.0
20230615:1611,95060.0,132.79,26.68,20.32,2.9,0.0
20230615:1711,78390.0,114.95,17.69,19.99,2.76,0.0
20230615:1811,30470.0,52.51,9.18,19.58,2.07,0.0
20230615:1911,0.0,0.0,0.0,18.31,1.79,0.0
20230615:2011,0.0,0.0,0.0,17.2,1.03,0.0
20230615:2111,0.0,0.0,0.0,16.18,1.03,0.0
20230615:2211,0.0,0.0,0.0,15.67,1.24,0.0
20230615:2311,0.0,0.0,0.0,14.69,1.38,0.0
20230616:0011,0.0,0.0,0.0,13.83,1.45,0.0
20230616:0111,0.0,0.0,0.0,13.26,1.93,0.0
20230616:0211,0.0,0.0,0.0,12.99,2.07,0.0
20230616:0311,0.0,0.86,2.47,12.53,2.0,0.0
20230616:0411,13380.0,28.41,10.3,12.85,1.72,0.0
20230616:0511,8950.0,22.04,18.9,14.27,2.28,0.0
20230616:0611,41230.0,65.21,27.92,15.42,2.76,0.0
20230616:0711,68370.0,98.28,37.01,15.46,2.76,0.0
20230616:0811,266890.0,332.11,45.75,16.0,3.03,0.0
20230616:0911,105940.0,143.28,53.43,16.54,3.52,0.0
20230616:1011,194870.0,248.31,58.94,17.19,3.86,0.0
20230616:1111,187230.0,239.73,60.84,17.44,3.66,0.0
20230616:1211,159880.0,207.58,58.41,17.66,3.79,0.0
20230616:1311,325370.0,404.95,52.53,18.72,4.28,0.0
20230616:1411,476220.0,587.82,44.66,18.07,3.66,0.0
20230616:1511,213920.0,272.59,35.85,18.48,3.38,0.0
20230616:1611,179390.0,236.84,26.74,19.0,3.38,0.0
20230616:1711,17490.0,34.9,17.75,18.98,2.97,0.0
20230616:1811,12380.0,27.55,9.24,18.57,2.34,0.0
20230616:1911,0.0,0.86,1.53,16.42,1.72,0.0
20230616:2011,0.0,0.0,0.0,15.81,1.79,0.0
20230616:2111,0.0,0.0,0.0,15.27,1.66,0.0
20230616:2211,0.0,0.0,0.0,14.65,1.72,0.0
20230616:2311,0.0,0.0,0.0,14.05,1.79,0.0
20230617:0011,0.0,0.0,0.0,13.68,1.66,0.0
20230617:0111,0.0,0.0,0.0,13.15,1.66,0.0
20230617:0211,0.0,0.0,0.0,12.81,1.59,0.0
20230617:0311,0.0,0.86,2.47,12.42,1.45,0.0
20230617:0411,1610.0,9.47,10.3,12.91,1.24,0.0
20230617:0511,8980.0,22.04,18.89,13.66,1.59,0.0
20230617:0611,85380.0,118.49,27.91,14.83,1.45,0.0
20230617:0711,186030.0,239.19,37.01,16.67,1.24,0.0
20230617:0811,288770.0,363.88,45.74,17.88,1.59,0.0
20230617:0911,330680.0,416.76,53.43,18.92,1.93,0.0
20230617:1011,81150.0,115.73,58.96,19.89,2.28,0.0
20230617:1111,297600.0,377.66,60.87,20.42,2.69,0.0
20230617:1211,44350.0,70.72,58.45,21.2,2.62,0.0
20230617:1311,269310.0,344.43,52.58,21.65,2.83,0.0
20230617:1411,429540.0,542.32,44.72,21.55,2.83,0.0
20230617:1511,382140.0,485.76,35.9,21.82,2.9,0.0
20230617:1611,179910.0,239.97,26.79,20.91,2.83,0.0
20230617:1711,72060.0,123.04,17.81,18.9,2.48,0.0
20230617:1811,24750.0,44.76,9.3,18.45,1.31,0.0
20230617:1911,0.0,0.86,1.59,17.41,1.45,0.0
20230617:2011,0.0,0.0,0.0,16.35,1.72,0.0
20230617:2111,0.0,0.0,0.0,15.39,1.59,0.0
20230617:2211,0.0,0.0,0.0,14.23,1.45,0.0
20230617:2311,0.0,0.0,0.0,13.44,1.38,0.0
20230618:0011,0.0,0.0,0.0,13.09,1.24,0.0
20230618:0111,0.0,0.0,0.0,13.16,1.03,0.0
20230618:0211,0.0,0.0,0.0,12.12,1.31,0.0
20230618:0311,0.0,1.72,2.47,11.76,1.24,0.0
20230618:0411,37640.0,60.26,10.29,12.93,0.48,0.0
20230618:0511,86220.0,141.66,18.88,14.28,0.48,0.0
20230618:0611,252350.0,334.69,27.89,15.41,0.55,0.0
20230618:0711,424390.0,544.89,36.99,19.18,0.41,0.0
20230618:0811,557490.0,723.56,45.73,20.67,0.76,0.0
20230618:0911,554430.0,719.33,53.43,21.89,1.38,0.0
20230618:1011,595750.0,778.71,58.97,22.73,1.66,0.0
20230618:1111,711640.0,951.58,60.9,23.63,1.66,0.0
20230618:1211,595400.0,785.85,58.49,24.16,1.52,0.0
20230618:1311,564340.0,739.82,52.63,24.7,1.72,0.0
20230618:1411,367310.0,475.66,44.76,24.87,1.72,0.0
20230618:1511,267780.0,350.2,35.96,24.89,1.66,0.0
20230618:1611,210290.0,290.93,26.85,24.63,1.45,0.0
20230618:1711,82950.0,128.65,17.86,24.33,1.38,0.0
20230618:1811,13170.0,29.27,9.35,23.59,1.17,0.0
20230618:1911,0.0,0.86,1.63,22.28,1.79,0.0
20230618:2011,0.0,0.0,0.0,20.57,2.0,0.0
20230618:2111,0.0,0.0,0.0,19.21,2.14,0.0
20230618:2211,0.0,0.0,0.0,18.07,2.21,0.0
20230618:2311,0.0,0.0,0.0,17.1,2.21,0.0
20230619:0011,0.0,0.0,0.0,16.28,2.21,0.0
20230619:0111,0.0,0.0,0.0,15.57,2.14,0.0
20230619:0211,0.0,0.0,0.0,14.88,2.14,0.0
20230619:0311,0.0,0.86,2.46,14.36,2.07,0.0
20230619:0411,1580.0,9.47,10.28,15.02,1.79,0.0
20230619:0511,15620.0,32.15,18.86,17.84,1.52,0.0
20230619:0611,45310.0,71.64,27.88,19.96,1.72,0.0
20230619:0711,189260.0,247.81,36.98,22.19,2.69,0.0
20230619:0811,151710.0,203.19,45.72,22.94,2.48,0.0
20230619:0911,149300.0,200.23,53.42,22.66,2.14,0.0
20230619:1011,172140.0,229.62,58.98,24.66,2.9,0.0
20230619:1111,221690.0,292.53,60.92,26.1,2.9,0.0
20230619:1211,489180.0,641.44,58.52,27.5,2.55,0.0
20230619:1311,568090.0,748.83,52.67,28.22,2.76,0.0
20230619:1411,389180.0,508.68,44.81,28.68,2.9,0.0
20230619:1511,360310.0,474.67,36.0,28.84,2.69,0.0
20230619:1611,188400.0,262.0,26.89,28.44,2.28,0.0
20230619:1711,78470.0,119.9,17.91,27.58,1.79,0.0
20230619:1811,25620.0,47.34,9.39,26.38,2.07,0.0
20230619:1911,0.0,0.86,1.68,24.59,2.83,0.0
20230619:2011,0.0,0.0,0.0,23.38,2.83,0.0
20230619:2111,0.0,0.0,0.0,22.59,2.83,0.0
20230619:2211,0.0,0.0,0.0,21.8,2.48,0.0
20230619:2311,0.0,0.0,0.0,20.79,2.0,0.0
20230620:0011,0.0,0.0,0.0,19.44,1.66,0.0
20230620:0111,0.0,0.0,0.0,19.28,1.17,0.0
20230620:0211,0.0,0.0,0.0,19.71,0.48,0.0
20230620:0311,0.0,0.86,2.44,19.36,0.21,0.0
20230620:0411,6740.0,18.94,10.26,19.1,0.34,0.0
20230620:0511,12910.0,28.47,18.84,19.8,0.55,0.0
20230620:0611,161950.0,217.87,27.85,21.55,0.69,0.0
20230620:0711,179310.0,238.31,36.95,22.74,0.62,0.0
20230620:0811,63980.0,96.44,45.7,23.61,1.03,0.0
20230620:0911,54970.0,85.42,53.41,24.49,0.97,0.0
20230620:1011,55560.0,86.34,58.97,24.9,0.76,0.0
20230620:1111,77430.0,113.89,60.93,25.04,1.17,0.0
20230620:1211,352160.0,459.77,58.55,24.83,1.1,0.0
20230620:1311,493750.0,651.79,52.71,25.43,0.97,0.0
20230620:1411,386550.0,504.96,44.85,25.96,1.31,0.0
20230620:1511,387840.0,506.95,36.04,26.24,2.0,0.0
20230620:1611,206090.0,286.27,26.93,26.07,2.21,0.0
20230620:1711,78940.0,127.61,17.95,26.15,2.55,0.0
20230620:1811,23860.0,44.76,9.43,25.54,2.28,0.0
20230620:1911,0.0,0.86,1.71,23.67,1.52,0.0
20230620:2011,0.0,0.0,0.0,22.61,1.93,0.0
20230620:2111,0.0,0.0,0.0,21.88,2.07,0.0
20230620:2211,0.0,0.0,0.0,21.38,2.41,0.0
20230620:2311,0.0,0.0,0.0,20.92,2.62,0.0
20230621:0011,0.0,0.0,0.0,20.43,2.28,0.0
20230621:0111,0.0,0.0,0.0,19.89,1.86,0.0
20230621:0211,0.0,0.0,0.0,19.4,1.86,0.0
20230621:0311,0.0,0.86,2.42,19.08,1.93,0.0
20230621:0411,29810.0,51.65,10.23,19.55,1.59,0.0
20230621:0511,85120.0,124.5,18.81,21.18,1.52,0.0
20230621:0611,130080.0,177.22,27.82,22.32,2.14,0.0
20230621:0711,339810.0,431.69,36.93,23.35,4.41,0.0
20230621:0811,536140.0,679.07,45.67,24.09,4.28,0.0
20230621:0911,600490.0,769.11,53.39,25.13,4.34,0.0
20230621:1011,520790.0,670.08,58.96,26.07,4.14,0.0
20230621:1111,659240.0,863.13,60.94,27.07,3.93,0.0
20230621:1211,724310.0,955.3,58.57,28.02,4.14,0.0
20230621:1311,614880.0,800.93,52.73,28.34,4.34,0.0
20230621:1411,452720.0,584.88,44.88,28.28,4.28,0.0
20230621:1511,273130.0,358.59,36.08,28.12,3.86,0.0
20230621:1611,155610.0,215.01,26.97,28.09,3.52,0.0
20230621:1711,59850.0,117.34,17.98,27.62,2.83,0.0
20230621:1811,26840.0,49.07,9.46,26.6,1.79,0.0
20230621:1911,0.0,0.86,1.74,24.79,1.86,0.0
20230621:2011,0.0,0.0,0.0,23.37,1.79,0.0
20230621:2111,0.0,0.0,0.0,21.82,1.79,0.0
20230621:2211,0.0,0.0,0.0,20.65,1.79,0.0
20230621:2311,0.0,0.0,0.0,19.81,1.93,0.0
20230622:0011,0.0,0.0,0.0,18.93,2.0,0.0
20230622:0111,0.0,0.0,0.0,18.33,1.93,0.0
20230622:0211,0.0,0.0,0.0,17.85,2.07,0.0
20230622:0311,0.0,0.86,2.4,17.46,2.21,0.0
20230622:0411,30090.0,51.65,10.2,17.83,2.07,0.0
20230622:0511,81760.0,118.59,18.78,19.45,2.14,0.0
20230622:0611,204850.0,272.4,27.79,21.19,2.34,0.0
20230622:0711,350030.0,447.88,36.89,22.62,2.28,0.0
20230622:0811,266850.0,345.16,45.64,23.9,2.48,0.0
20230622:0911,427300.0,550.82,53.36,25.2,2.69,0.0
20230622:1011,508980.0,663.17,58.95,26.42,2.76,0.0
20230622:1111,694110.0,926.37,60.94,27.1,2.69,0.0
20230622:1211,608480.0,807.46,58.58,27.96,2.62,0.0
20230622:1311,644460.0,854.81,52.76,28.54,2.9,0.0
20230622:1411,543360.0,710.22,44.91,28.83,3.31,0.0
20230622:1511,391210.0,512.12,36.11,28.82,3.59,0.0
20230622:1611,209850.0,293.82,27.0,28.58,3.79,0.0
20230622:1711,81200.0,125.12,18.01,27.92,3.86,0.0
20230622:1811,29360.0,52.51,9.49,26.95,3.93,0.0
20230622:1911,0.0,0.86,1.76,24.92,3.79,0.0
20230622:2011,0.0,0.0,0.0,22.89,2.97,0.0
20230622:2111,0.0,0.0,0.0,20.92,3.03,0.0
20230622:2211,0.0,0.0,0.0,19.65,4.41,0.0
20230622:2311,0.0,0.0,0.0,18.65,5.31,0.0
20230623:0011,0.0,0.0,0.0,18.35,4.48,0.0
20230623:0111,0.0,0.0,0.0,18.46,3.31,0.0
20230623:0211,0.0,0.0,0.0,18.28,2.9,0.0
20230623:0311,0.0,0.86,2.36,17.84,2.9,0.0
20230623:0411,29450.0,50.79,10.17,17.79,2.9,0.0
20230623:0511,9350.0,22.96,18.74,18.12,2.76,0.0
20230623:0611,16190.0,33.07,27.75,18.83,2.14,0.0
20230623:0711,39210.0,63.38,36.85,18.16,3.03,0.0
20230623:0811,59210.0,88.18,45.61,18.18,3.52,0.0
20230623:0911,74300.0,106.55,53.33,18.39,3.72,0.0
20230623:1011,53920.0,81.75,58.93,18.38,3.59,0.0
20230623:1111,45600.0,71.64,60.93,19.14,3.79,0.0
20230623:1211,44130.0,69.81,58.59,19.24,4.48,0.0
20230623:1311,39930.0,64.29,52.78,18.5,5.03,0.0
20230623:1411,48150.0,74.4,44.93,17.92,5.38,0.0
20230623:1511,62480.0,91.85,36.13,17.69,5.31,0.0
20230623:1611,39390.0,63.38,27.02,17.52,4.69,0.0
20230623:1711,25110.0,45.01,18.04,17.52,3.66,0.0
20230623:1811,15440.0,31.85,9.51,17.55,2.69,0.0
20230623:1911,0.0,1.72,1.78,16.95,2.9,0.0
20230623:2011,0.0,0.0,0.0,16.96,3.17,0.0
20230623:2111,0.0,0.0,0.0,16.79,2.62,0.0
20230623:2211,0.0,0.0,0.0,16.66,2.28,0.0
20230623:2311,0.0,0.0,0.0,16.41,2.34,0.0
20230624:0011,0.0,0.0,0.0,16.08,2.48,0.0
20230624:0111,0.0,0.0,0.0,15.83,2.48,0.0
20230624:0211,0.0,0.0,0.0,15.7,2.48,0.0
20230624:0311,800.0,7.75,2.32,15.2,2.55,0.0
20230624:0411,36660.0,59.4,10.13,14.95,2.48,0.0
20230624:0511,96050.0,141.23,18.7,15.44,2.55,0.0
20230624:0611,250410.0,329.5,27.71,16.33,3.24,0.0
20230624:0711,431920.0,535.14,36.81,17.58,3.38,0.0
20230624:0811,520070.0,644.59,45.56,18.39,3.45,0.0
20230624:0911,665370.0,837.88,53.29,19.37,3.52,0.0
20230624:1011,778260.0,1003.44,58.9,20.39,3.24,0.0
20230624:1111,797540.0,1041.58,60.91,21.29,2.97,0.0
20230624:1211,765220.0,998.76,58.59,22.42,3.03,0.0
20230624:1311,690910.0,894.44,52.79,23.22,3.03,0.0
20230624:1411,577100.0,739.55,44.95,23.75,2.97,0.0
20230624:1511,393110.0,504.58,36.15,24.01,2.97,0.0
20230624:1611,221380.0,303.52,27.05,23.98,3.31,0.0
20230624:1711,62440.0,120.6,18.05,23.56,2.69,0.0
20230624:1811,28030.0,49.93,9.53,22.73,1.72,0.0
20230624:1911,0.0,1.72,1.79,21.6,1.52,0.0
20230624:2011,0.0,0.0,0.0,19.97,1.52,0.0
20230624:2111,0.0,0.0,0.0,18.88,1.31,0.0
20230624:2211,0.0,0.0,0.0,19.57,0.83,0.0
