Latitude (decimal degrees):	52.522
Longitude (decimal degrees):	13.360
Elevation (m):	35
Radiation database:	PVGIS-SARAH3


Slope: 45 deg. 
Azimuth: - deg. 
Nominal power of the PV system (c-Si) (kWp):	1000.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230611:1711,366380.0,462.91,17.39,25.11,3.17,0.0
20230611:1811,243660.0,309.88,8.89,24.28,2.55,0.0
20230611:1911,0.0,0.0,0.0,23.12,2.48,0.0
20230611:2011,0.0,0.0,0.0,21.93,2.83,0.0
20230611:2111,0.0,0.0,0.0,21.26,3.52,0.0
20230611:2211,0.0,0.0,0.0,20.61,4.0,0.0
20230611:2311,0.0,0.0,0.0,19.93,3.79,0.0
20230612:0011,0.0,0.0,0.0,19.0,3.17,0.0
20230612:0111,0.0,0.0,0.0,17.86,2.76,0.0
20230612:0211,0.0,0.0,0.0,16.74,2.69,0.0
20230612:0311,0.0,1.76,2.43,15.84,2.76,0.0
20230612:0411,262660.0,319.76,10.28,15.65,2.83,0.0
20230612:0511,549260.0,674.8,18.89,16.65,2.62,0.0
20230612:0611,678500.0,851.57,27.91,18.51,3.17,0.0
20230612:0711,744980.0,956.22,37.0,20.35,3.1,0.0
20230612:0811,781310.0,1014.84,45.71,22.11,3.45,0.0
20230612:0911,0.0,0.0,0.0,23.16,4.07,0.0
20230612:1011,611010.0,783.15,58.79,23.85,4.0,0.0
20230612:1111,534020.0,683.69,60.61,24.52,3.93,0.0
20230612:1211,536360.0,689.7,58.13,25.16,3.72,0.0
20230612:1311,757160.0,999.59,52.24,25.51,3.45,0.0
20230612:1411,730380.0,962.54,44.36,25.74,3.31,0.0
20230612:1511,694910.0,911.07,35.56,25.78,3.17,0.0
20230612:1611,626580.0,813.44,26.45,25.57,2.9,0.0
20230612:1711,483930.0,616.62,17.47,25.17,2.69,0.0
20230612:1811,301100.0,380.85,8.97,24.31,2.14,0.0
20230612:1911,0.0,0.0,0.0,22.33,1.72,0.0
20230612:2011,0.0,0.0,0.0,20.54,2.48,0.0
20230612:2111,0.0,0.0,0.0,19.41,2.9,0.0
20230612:2211,0.0,0.0,0.0,18.49,2.83,0.0
20230612:2311,0.0,0.0,0.0,17.88,2.55,0.0
20230613:0011,0.0,0.0,0.0,17.21,2.21,0.0
20230613:0111,0.0,0.0,0.0,16.55,2.0,0.0
20230613:0211,0.0,0.0,0.0,15.69,1.86,0.0
20230613:0311,91390.0,122.0,2.46,15.06,1.86,0.0
20230613:0411,219460.0,270.38,10.3,15.08,1.72,0.0
20230613:0511,283850.0,350.82,18.9,17.25,1.66,0.0
20230613:0611,614480.0,773.93,27.92,18.63,2.28,0.0
20230613:0711,664780.0,843.92,37.01,19.32,2.69,0.0
20230613:0811,671940.0,853.93,45.73,20.77,3.52,0.0
20230613:0911,795490.0,1022.85,53.37,21.87,4.34,0.0
20230613:1011,671160.0,854.31,58.84,22.51,4.55,0.0
20230613:1111,409270.0,516.41,60.67,22.88,4.55,0.0
20230613:1211,627290.0,797.84,58.2,22.96,4.48,0.0
20230613:1311,760700.0,978.65,52.31,22.98,4.48,0.0
20230613:1411,224110.0,288.38,44.44,22.67,4.55,0.0
20230613:1511,609940.0,764.87,35.63,22.08,4.76,0.0
20230613:1611,333090.0,412.25,26.53,21.06,4.97,0.0
20230613:1711,555870.0,683.39,17.55,20.14,4.69,0.0
20230613:1811,366010.0,446.27,9.04,19.26,3.93,0.0
20230613:1911,0.0,0.0,0.0,18.43,3.45,0.0
20230613:2011,0.0,0.0,0.0,17.52,3.31,0.0
20230613:2111,0.0,0.0,0.0,16.83,3.45,0.0
20230613:2211,0.0,0.0,0.0,16.33,3.45,0.0
20230613:2311,0.0,0.0,0.0,15.79,3.03,0.0
20230614:0011,0.0,0.0,0.0,15.25,2.76,0.0
20230614:0111,0.0,0.0,0.0,14.6,2.55,0.0
20230614:0211,0.0,0.0,0.0,13.98,2.41,0.0
20230614:0311,0.0,1.76,2.48,13.36,2.21,0.0
20230614:0411,229820.0,280.13,10.32,13.62,2.0,0.0
20230614:0511,557570.0,684.38,18.91,15.16,2.07,0.0
20230614:0611,55350.0,82.91,27.93,16.58,2.48,0.0
20230614:0711,220080.0,277.42,37.02,17.26,2.76,0.0
20230614:0811,419160.0,520.37,45.74,18.46,2.83,0.0
20230614:0911,436180.0,546.12,53.4,19.83,2.97,0.0
20230614:1011,201700.0,261.02,58.87,21.27,3.66,0.0
20230614:1111,283290.0,360.82,60.73,22.09,3.79,0.0
20230614:1211,659570.0,842.77,58.27,22.3,3.86,0.0
20230614:1311,716310.0,920.23,52.38,22.7,4.0,0.0
20230614:1411,386100.0,486.39,44.51,22.94,4.0,0.0
20230614:1511,194080.0,252.19,35.7,22.7,3.86,0.0
20230614:1611,670290.0,851.25,26.6,22.73,4.0,0.0
20230614:1711,542730.0,679.17,17.62,22.25,3.59,0.0
20230614:1811,32230.0,54.68,9.11,21.23,3.24,0.0
20230614:1911,0.0,0.0,0.0,20.3,2.34,0.0
20230614:2011,0.0,0.0,0.0,18.89,1.93,0.0
20230614:2111,0.0,0.0,0.0,17.54,2.07,0.0
20230614:2211,0.0,0.0,0.0,16.45,2.21,0.0
20230614:2311,0.0,0.0,0.0,15.64,2.14,0.0
20230615:0011,0.0,0.0,0.0,14.89,2.0,0.0
20230615:0111,0.0,0.0,0.0,14.15,2.0,0.0
20230615:0211,0.0,0.0,0.0,13.68,2.07,0.0
20230615:0311,0.0,1.76,2.49,13.56,2.14,0.0
20230615:0411,62530.0,89.57,10.33,13.78,2.28,0.0
20230615:0511,119390.0,156.63,18.92,14.71,2.41,0.0
20230615:0611,623350.0,773.29,27.93,16.26,2.55,0.0
20230615:0711,587470.0,733.88,37.03,17.46,2.41,0.0
20230615:0811,669770.0,847.75,45.75,18.76,2.9,0.0
20230615:0911,761940.0,979.63,53.41,19.63,3.03,0.0
20230615:1011,142890.0,189.64,58.9,20.18,3.31,0.0
20230615:1111,174800.0,227.56,60.77,20.14,3.66,0.0
20230615:1211,354670.0,444.46,58.32,20.21,3.66,0.0
20230615:1311,90510.0,127.01,52.44,20.32,3.17,0.0
20230615:1411,589600.0,746.39,44.58,20.42,2.83,0.0
20230615:1511,84650.0,119.96,35.77,20.23,2.76,0.0
20230615:1611,93960.0,131.13,26.66,20.45,2.9,0.0
20230615:1711,124500.0,165.99,17.69,20.08,2.55,0.0
20230615:1811,128300.0,168.94,9.18,19.73,1.93,0.0
20230615:1911,0.0,0.0,0.0,18.35,1.66,0.0
20230615:2011,0.0,0.0,0.0,17.24,0.76,0.0
20230615:2111,0.0,0.0,0.0,16.5,0.76,0.0
20230615:2211,0.0,0.0,0.0,15.47,1.17,0.0
20230615:2311,0.0,0.0,0.0,14.54,1.31,0.0
20230616:0011,0.0,0.0,0.0,13.67,1.52,0.0
20230616:0111,0.0,0.0,0.0,13.18,2.0,0.0
20230616:0211,0.0,0.0,0.0,12.9,2.0,0.0
20230616:0311,0.0,1.76,2.5,12.44,1.93,0.0
20230616:0411,13890.0,29.11,10.33,12.87,1.79,0.0
20230616:0511,8390.0,21.17,18.92,14.21,2.34,0.0
20230616:0611,39220.0,62.62,27.93,15.33,2.76,0.0
20230616:0711,65190.0,94.38,37.03,15.44,2.76,0.0
20230616:0811,272510.0,337.77,45.75,15.94,3.03,0.0
20230616:0911,101190.0,137.6,53.42,16.58,3.45,0.0
20230616:1011,186580.0,238.55,58.93,17.36,3.79,0.0
20230616:1111,179070.0,230.21,60.82,17.69,3.52,0.0
20230616:1211,153080.0,199.34,58.38,17.58,3.72,0.0
20230616:1311,325620.0,404.14,52.5,18.43,4.14,0.0
20230616:1411,595950.0,741.29,44.64,18.01,3.38,0.0
20230616:1511,238080.0,299.67,35.83,18.57,3.1,0.0
20230616:1611,294950.0,365.7,26.72,19.07,3.24,0.0
20230616:1711,15920.0,32.64,17.75,18.71,2.83,0.0
20230616:1811,12880.0,28.23,9.24,18.24,2.07,0.0
20230616:1911,0.0,0.81,1.54,16.42,1.59,0.0
20230616:2011,0.0,0.0,0.0,15.82,1.66,0.0
20230616:2111,0.0,0.0,0.0,15.2,1.52,0.0
20230616:2211,0.0,0.0,0.0,14.48,1.66,0.0
20230616:2311,0.0,0.0,0.0,13.8,1.72,0.0
20230617:0011,0.0,0.0,0.0,13.38,1.66,0.0
20230617:0111,0.0,0.0,0.0,12.81,1.59,0.0
20230617:0211,0.0,0.0,0.0,12.45,1.52,0.0
20230617:0311,0.0,1.76,2.5,12.02,1.38,0.0
20230617:0411,1730.0,9.7,10.33,12.67,1.1,0.0
20230617:0511,8420.0,21.17,18.91,13.53,1.45,0.0
20230617:0611,81540.0,113.78,27.92,14.74,1.45,0.0
20230617:0711,190820.0,243.89,37.02,16.67,1.31,0.0
20230617:0811,301580.0,378.36,45.75,17.86,1.59,0.0
20230617:0911,330270.0,415.93,53.43,18.93,1.79,0.0
20230617:1011,77400.0,111.14,58.95,19.93,2.07,0.0
20230617:1111,286700.0,364.22,60.85,20.51,2.55,0.0
20230617:1211,42150.0,67.92,58.42,21.33,2.48,0.0
20230617:1311,264300.0,338.03,52.55,21.7,2.69,0.0
20230617:1411,521440.0,660.95,44.69,21.74,2.76,0.0
20230617:1511,628470.0,802.31,35.89,21.74,2.83,0.0
20230617:1611,299360.0,374.28,26.78,20.34,2.62,0.0
20230617:1711,411230.0,507.53,17.8,18.88,2.21,0.0
20230617:1811,314240.0,388.71,9.29,18.53,1.24,0.0
20230617:1911,0.0,0.81,1.59,17.47,1.45,0.0
20230617:2011,0.0,0.0,0.0,16.38,1.72,0.0
20230617:2111,0.0,0.0,0.0,15.33,1.59,0.0
20230617:2211,0.0,0.0,0.0,14.1,1.52,0.0
20230617:2311,0.0,0.0,0.0,13.3,1.45,0.0
20230618:0011,0.0,0.0,0.0,12.95,1.31,0.0
20230618:0111,0.0,0.0,0.0,13.01,1.1,0.0
20230618:0211,0.0,0.0,0.0,12.11,1.24,0.0
20230618:0311,0.0,1.76,2.5,11.67,1.31,0.0
20230618:0411,164750.0,206.47,10.32,12.9,0.55,0.0
20230618:0511,450290.0,555.03,18.9,14.19,0.48,0.0
20230618:0611,628150.0,801.38,27.91,15.45,0.62,0.0
20230618:0711,684680.0,913.38,37.01,19.09,0.28,0.0
20230618:0811,710320.0,952.29,45.74,20.59,0.69,0.0
20230618:0911,598670.0,782.25,53.43,21.81,1.31,0.0
20230618:1011,598390.0,783.79,58.96,22.7,1.52,0.0
20230618:1111,699760.0,934.42,60.88,23.59,1.59,0.0
20230618:1211,602650.0,795.87,58.46,24.12,1.52,0.0
20230618:1311,622410.0,822.64,52.6,24.58,1.72,0.0
20230618:1411,424580.0,548.62,44.74,24.76,1.72,0.0
20230618:1511,346870.0,446.6,35.94,24.75,1.59,0.0
20230618:1611,493100.0,638.13,26.83,24.53,1.38,0.0
20230618:1711,233500.0,301.21,17.85,24.29,1.24,0.0
20230618:1811,13680.0,29.99,9.34,23.55,0.97,0.0
20230618:1911,0.0,0.81,1.64,22.29,1.66,0.0
20230618:2011,0.0,0.0,0.0,20.53,1.93,0.0
20230618:2111,0.0,0.0,0.0,19.1,2.14,0.0
20230618:2211,0.0,0.0,0.0,17.92,2.21,0.0
20230618:2311,0.0,0.0,0.0,16.93,2.21,0.0
20230619:0011,0.0,0.0,0.0,16.08,2.21,0.0
20230619:0111,0.0,0.0,0.0,15.36,2.14,0.0
20230619:0211,0.0,0.0,0.0,14.69,2.14,0.0
20230619:0311,0.0,0.88,2.49,14.17,2.07,0.0
20230619:0411,1700.0,9.7,10.3,14.9,1.79,0.0
20230619:0511,14740.0,30.87,18.88,17.87,1.45,0.0
20230619:0611,43100.0,68.8,27.89,19.97,1.66,0.0
20230619:0711,197140.0,256.38,36.99,22.23,2.55,0.0
20230619:0811,145600.0,195.65,45.72,22.96,2.34,0.0
20230619:0911,142810.0,192.28,53.42,22.66,1.93,0.0
20230619:1011,164930.0,220.51,58.96,24.45,2.69,0.0
20230619:1111,213020.0,281.1,60.89,25.7,2.76,0.0
20230619:1211,490060.0,640.6,58.5,27.07,2.55,0.0
20230619:1311,630550.0,835.09,52.64,27.9,2.9,0.0
20230619:1411,464490.0,604.74,44.79,28.34,3.1,0.0
20230619:1511,585620.0,770.47,35.98,28.53,2.9,0.0
20230619:1611,366950.0,474.73,26.88,28.13,2.48,0.0
20230619:1711,140610.0,190.93,17.9,27.24,2.07,0.0
20230619:1811,49760.0,78.14,9.39,26.06,2.34,0.0
20230619:1911,0.0,0.81,1.68,24.44,2.83,0.0
20230619:2011,0.0,0.0,0.0,23.25,2.83,0.0
20230619:2111,0.0,0.0,0.0,22.45,2.83,0.0
20230619:2211,0.0,0.0,0.0,21.68,2.55,0.0
20230619:2311,0.0,0.0,0.0,20.82,2.14,0.0
20230620:0011,0.0,0.0,0.0,19.56,1.79,0.0
20230620:0111,0.0,0.0,0.0,18.86,1.31,0.0
20230620:0211,0.0,0.0,0.0,19.56,0.76,0.0
20230620:0311,0.0,0.88,2.47,19.25,0.55,0.0
20230620:0411,7050.0,19.4,10.28,18.93,0.34,0.0
20230620:0511,12160.0,27.34,18.86,19.79,0.48,0.0
20230620:0611,218890.0,282.45,27.87,21.42,0.69,0.0
20230620:0711,186710.0,246.1,36.97,22.56,0.69,0.0
20230620:0811,61150.0,92.61,45.7,23.24,1.38,0.0
20230620:0911,52490.0,82.03,53.4,24.08,1.1,0.0
20230620:1011,53030.0,82.91,58.96,24.58,0.9,0.0
20230620:1111,73930.0,109.37,60.91,25.0,1.31,0.0
20230620:1211,345500.0,449.96,58.52,24.99,1.31,0.0
20230620:1311,535310.0,708.27,52.68,25.54,1.17,0.0
20230620:1411,457680.0,600.97,44.82,25.91,1.03,0.0
20230620:1511,655870.0,872.47,36.02,26.15,1.86,0.0
20230620:1611,487100.0,628.7,26.92,25.99,2.14,0.0
20230620:1711,285270.0,365.38,17.94,26.05,2.41,0.0
20230620:1811,43450.0,70.01,9.43,25.44,2.21,0.0
20230620:1911,0.0,0.81,1.71,23.54,1.45,0.0
20230620:2011,0.0,0.0,0.0,22.45,1.86,0.0
20230620:2111,0.0,0.0,0.0,21.67,2.0,0.0
20230620:2211,0.0,0.0,0.0,21.2,2.34,0.0
20230620:2311,0.0,0.0,0.0,20.75,2.62,0.0
20230621:0011,0.0,0.0,0.0,20.3,2.34,0.0
20230621:0111,0.0,0.0,0.0,19.78,1.93,0.0
20230621:0211,0.0,0.0,0.0,19.3,1.93,0.0
20230621:0311,0.0,0.88,2.45,18.99,2.0,0.0
20230621:0411,307170.0,380.85,10.26,19.48,1.66,0.0
20230621:0511,135670.0,180.47,18.83,21.03,1.38,0.0
20230621:0611,144060.0,192.25,27.84,22.05,2.0,0.0
20230621:0711,494380.0,620.72,36.94,23.24,4.34,0.0
20230621:0811,686390.0,882.03,45.68,24.03,4.14,0.0
20230621:0911,659060.0,850.17,53.38,25.08,4.21,0.0
20230621:1011,520320.0,669.21,58.95,25.95,4.0,0.0
20230621:1111,649470.0,848.45,60.91,26.93,3.93,0.0
20230621:1211,739030.0,976.16,58.54,27.85,4.14,0.0
20230621:1311,687100.0,902.3,52.71,28.22,4.34,0.0
20230621:1411,566730.0,735.01,44.86,28.17,4.28,0.0
20230621:1511,362430.0,466.68,36.06,27.97,3.86,0.0
20230621:1611,220220.0,288.85,26.95,27.92,3.52,0.0
20230621:1711,464650.0,597.1,17.97,27.47,2.83,0.0
20230621:1811,61590.0,93.07,9.46,26.45,1.79,0.0
20230621:1911,0.0,0.81,1.74,24.65,1.93,0.0
20230621:2011,0.0,0.0,0.0,23.25,1.86,0.0
20230621:2111,0.0,0.0,0.0,21.78,1.79,0.0
20230621:2211,0.0,0.0,0.0,20.59,1.86,0.0
20230621:2311,0.0,0.0,0.0,19.71,1.93,0.0
20230622:0011,0.0,0.0,0.0,18.79,2.0,0.0
20230622:0111,0.0,0.0,0.0,18.16,1.93,0.0
20230622:0211,0.0,0.0,0.0,17.63,2.07,0.0
20230622:0311,0.0,0.88,2.42,17.19,2.21,0.0
20230622:0411,59220.0,86.98,10.23,17.58,2.07,0.0
20230622:0511,119050.0,159.43,18.8,19.33,2.0,0.0
20230622:0611,379440.0,475.27,27.81,21.07,2.21,0.0
20230622:0711,521330.0,666.08,36.9,22.48,2.07,0.0
20230622:0811,276170.0,355.83,45.65,23.77,2.28,0.0
20230622:0911,447020.0,576.06,53.36,25.03,2.55,0.0
20230622:1011,509220.0,663.33,58.93,26.26,2.62,0.0
20230622:1111,682410.0,910.71,60.91,26.9,2.48,0.0
20230622:1211,617760.0,821.37,58.56,27.77,2.48,0.0
20230622:1311,724130.0,974.87,52.73,28.35,2.76,0.0
20230622:1411,717130.0,959.77,44.89,28.59,3.1,0.0
20230622:1511,666100.0,881.0,36.09,28.63,3.31,0.0
20230622:1611,515390.0,666.19,26.99,28.42,3.59,0.0
20230622:1711,178980.0,236.92,18.0,27.8,3.59,0.0
20230622:1811,85100.0,121.71,9.49,26.77,3.72,0.0
20230622:1911,0.0,0.81,1.77,24.64,3.93,0.0
20230622:2011,0.0,0.0,0.0,22.57,3.1,0.0
20230622:2111,0.0,0.0,0.0,20.68,3.17,0.0
20230622:2211,0.0,0.0,0.0,19.07,4.41,0.0
20230622:2311,0.0,0.0,0.0,18.47,5.24,0.0
20230623:0011,0.0,0.0,0.0,18.19,4.55,0.0
20230623:0111,0.0,0.0,0.0,18.25,3.38,0.0
20230623:0211,0.0,0.0,0.0,18.1,2.83,0.0
20230623:0311,0.0,0.88,2.39,17.68,2.9,0.0
20230623:0411,53810.0,80.44,10.19,17.62,3.1,0.0
20230623:0511,8780.0,22.05,18.76,17.97,2.9,0.0
20230623:0611,15920.0,32.64,27.77,18.65,2.28,0.0
20230623:0711,37310.0,60.86,36.87,17.98,3.17,0.0
20230623:0811,56470.0,84.68,45.61,18.0,3.59,0.0
20230623:0911,70930.0,102.32,53.33,18.2,3.72,0.0
20230623:1011,51400.0,78.5,58.91,18.16,3.72,0.0
20230623:1111,43450.0,68.8,60.9,18.81,3.79,0.0
20230623:1211,42060.0,67.03,58.56,18.82,4.41,0.0
20230623:1311,38020.0,61.74,52.75,18.17,5.03,0.0
20230623:1411,45900.0,71.44,44.91,17.58,5.31,0.0
20230623:1511,59610.0,88.2,36.11,17.41,5.1,0.0
20230623:1611,37440.0,60.86,27.01,17.5,4.41,0.0
20230623:1711,23770.0,43.22,18.03,17.62,3.38,0.0
20230623:1811,16020.0,32.64,9.51,17.62,2.55,0.0
20230623:1911,0.0,1.61,1.79,17.06,2.76,0.0
20230623:2011,0.0,0.0,0.0,17.0,3.1,0.0
20230623:2111,0.0,0.0,0.0,16.76,2.62,0.0
20230623:2211,0.0,0.0,0.0,16.55,2.28,0.0
20230623:2311,0.0,0.0,0.0,16.22,2.34,0.0
20230624:0011,0.0,0.0,0.0,15.9,2.48,0.0
20230624:0111,0.0,0.0,0.0,15.67,2.55,0.0
20230624:0211,0.0,0.0,0.0,15.54,2.55,0.0
20230624:0311,890.0,7.94,2.35,15.06,2.55,0.0
20230624:0411,139740.0,178.39,10.15,14.86,2.48,0.0
20230624:0511,274790.0,335.5,18.72,15.42,2.55,0.0
20230624:0611,641220.0,791.64,27.73,16.35,3.17,0.0
20230624:0711,715910.0,898.01,36.82,17.6,3.38,0.0
20230624:0811,654040.0,819.54,45.57,18.41,3.45,0.0
20230624:0911,737130.0,937.76,53.29,19.41,3.52,0.0
20230624:1011,789730.0,1020.46,58.88,20.38,3.24,0.0
20230624:1111,784490.0,1021.45,60.89,21.36,3.03,0.0
20230624:1211,779240.0,1020.27,58.56,22.49,3.03,0.0
20230624:1311,776270.0,1019.09,52.76,23.27,3.1,0.0
20230624:1411,761350.0,1001.49,44.93,23.8,2.97,0.0
20230624:1511,653350.0,845.01,36.13,24.05,3.03,0.0
20230624:1611,552880.0,702.53,27.03,23.96,3.31,0.0
20230624:1711,493200.0,623.76,18.05,23.49,2.62,0.0
20230624:1811,267090.0,337.16,9.52,22.69,1.79,0.0
20230624:1911,0.0,1.61,1.8,21.67,1.59,0.0
20230624:2011,0.0,0.0,0.0,20.03,1.52,0.0
20230624:2111,0.0,0.0,0.0,18.74,1.31,0.0
20230624:2211,0.0,0.0,0.0,19.6,0.76,0.0
20230624:2311,0.0,0.0,0.0,19.02,0.34,0.0
20230625:0011,0.0,0.0,0.0,18.54,0.14,0.0
20230625:0111,0.0,0.0,0.0,18.11,0.28,0.0
20230625:0211,0.0,0.0,0.0,17.86,0.48,0.0
20230625:0311,0.0,0.88,2.31,17.75,0.62,0.0
20230625:0411,1670.0,9.7,10.1,17.18,0.76,0.0
20230625:0511,18420.0,36.16,18.67,18.62,0.48,0.0
20230625:0611,72780.0,105.84,27.68,20.11,0.69,0.0
20230625:0711,358710.0,458.3,36.77,21.43,0.69,0.0
20230625:0811,351210.0,452.54,45.52,22.41,0.69,0.0
20230625:0911,532920.0,705.13,53.25,23.24,0.48,0.0
20230625:1011,650680.0,869.79,58.85,24.1,1.24,0.0
20230625:1111,499300.0,650.37,60.87,24.39,1.72,0.0
20230625:1211,358940.0,464.84,58.56,24.69,1.79,0.0
20230625:1311,263110.0,343.53,52.76,24.84,1.59,0.0
20230625:1411,277820.0,361.96,44.94,25.1,1.38,0.0
20230625:1511,418050.0,543.83,36.15,25.2,0.97,0.0
20230625:1611,543140.0,716.03,27.05,25.06,0.83,0.0
20230625:1711,461350.0,596.44,18.06,24.51,0.9,0.0
20230625:1811,266560.0,341.08,9.53,23.97,0.69,0.0
20230625:1911,0.0,0.81,1.8,22.98,1.72,0.0
20230625:2011,0.0,0.0,0.0,21.68,1.86,0.0
20230625:2111,0.0,0.0,0.0,20.6,1.86,0.0
20230625:2211,0.0,0.0,0.0,19.79,1.86,0.0
20230625:2311,0.0,0.0,0.0,19.14,1.79,0.0
20230626:0011,0.0,0.0,0.0,18.39,1.86,0.0
20230626:0111,0.0,0.0,0.0,17.89,1.86,0.0
20230626:0211,0.0,0.0,0.0,17.37,1.86,0.0
20230626:0311,0.0,0.88,2.26,16.93,1.86,0.0
20230626:0411,5510.0,16.76,10.05,17.31,1.66,0.0
20230626:0511,54270.0,82.68,18.62,19.86,1.45,0.0
20230626:0611,613510.0,792.47,27.62,21.84,1.66,0.0
20230626:0711,691320.0,906.3,36.72,23.63,2.28,0.0
20230626:0811,738000.0,980.65,45.47,25.36,2.62,0.0
20230626:0911,751620.0,1004.44,53.2,26.62,2.9,0.0
20230626:1011,742550.0,998.6,58.8,27.76,2.83,0.0
20230626:1111,726530.0,977.39,60.84,28.28,2.83,0.0
20230626:1211,714650.0,962.35,58.54,29.09,2.97,0.0
20230626:1311,709130.0,951.61,52.76,29.37,3.24,0.0
20230626:1411,44520.0,72.33,44.94,26.36,4.0,0.0
20230626:1511,22760.0,43.22,36.16,25.84,3.66,0.0
20230626:1611,83020.0,119.75,27.06,24.41,4.69,0.0
20230626:1711,10880.0,25.58,18.07,21.66,4.83,0.0
20230626:1811,189010.0,239.32,9.54,20.41,3.59,0.0
20230626:1911,0.0,0.81,1.8,20.87,3.45,0.0
20230626:2011,0.0,0.0,0.0,20.03,3.17,0.0
20230626:2111,0.0,0.0,0.0,19.39,3.03,0.0
20230626:2211,0.0,0.0,0.0,18.91,3.45,0.0
20230626:2311,0.0,0.0,0.0,18.19,4.0,0.0
20230627:0011,0.0,0.0,0.0,17.3,4.21,0.0
20230627:0111,0.0,0.0,0.0,16.41,4.14,0.0
20230627:0211,0.0,0.0,0.0,15.72,4.14,0.0
20230627:0311,0.0,0.88,2.2,15.21,4.14,0.0
20230627:0411,257420.0,311.2,10.0,15.01,4.21,0.0
20230627:0511,545280.0,655.39,18.56,15.51,4.55,0.0
20230627:0611,576860.0,695.89,27.57,16.22,5.38,0.0
20230627:0711,612840.0,746.5,36.66,16.55,4.97,0.0
20230627:0811,559580.0,684.31,45.41,17.56,5.1,0.0
20230627:0911,418900.0,515.93,53.14,18.8,5.03,0.0
20230627:1011,385040.0,478.1,58.76,19.83,4.97,0.0
20230627:1111,496220.0,617.28,60.8,20.65,5.17,0.0
20230627:1211,737080.0,928.13,58.52,21.21,5.66,0.0
20230627:1311,269510.0,338.21,52.76,19.84,5.59,0.0
20230627:1411,765600.0,967.24,44.95,19.21,4.21,0.0
20230627:1511,120110.0,161.59,36.16,19.68,5.03,0.0
20230627:1611,370350.0,453.13,27.06,17.96,3.66,0.0
20230627:1711,455150.0,555.91,18.07,18.34,3.52,0.0
20230627:1811,84590.0,116.25,9.54,16.86,3.31,0.0
20230627:1911,0.0,1.61,1.8,17.08,2.97,0.0
20230627:2011,0.0,0.0,0.0,16.37,3.24,0.0
20230627:2111,0.0,0.0,0.0,15.83,3.45,0.0
20230627:2211,0.0,0.0,0.0,15.54,3.52,0.0
20230627:2311,0.0,0.0,0.0,15.21,3.52,0.0
20230628:0011,0.0,0.0,0.0,14.95,3.59,0.0
20230628:0111,0.0,0.0,0.0,14.62,3.66,0.0
20230628:0211,0.0,0.0,0.0,14.17,3.72,0.0
20230628:0311,0.0,0.88,2.14,13.77,3.72,0.0
20230628:0411,1720.0,9.7,9.93,13.82,3.79,0.0
20230628:0511,204850.0,252.7,18.5,14.44,3.72,0.0
20230628:0611,566500.0,678.94,27.5,15.66,5.93,0.0
20230628:0711,690380.0,839.66,36.6,16.73,6.14,0.0
20230628:0811,507890.0,618.85,45.35,17.81,5.66,0.0
20230628:0911,691700.0,857.52,53.08,18.42,5.24,0.0
20230628:1011,484500.0,598.68,58.7,19.37,5.1,0.0
20230628:1111,429620.0,533.04,60.76,19.72,4.76,0.0
20230628:1211,575980.0,717.51,58.5,20.18,4.9,0.0
20230628:1311,717560.0,904.92,52.74,20.46,4.69,0.0
20230628:1411,646860.0,810.74,44.94,20.7,4.62,0.0
20230628:1511,563150.0,701.45,36.16,20.76,4.28,0.0
20230628:1611,361650.0,448.28,27.06,20.73,3.72,0.0
20230628:1711,203880.0,258.9,18.07,20.54,3.03,0.0
20230628:1811,76200.0,108.02,9.53,20.0,2.14,0.0
20230628:1911,0.0,1.61,1.79,19.42,1.86,0.0
20230628:2011,0.0,0.0,0.0,17.72,1.93,0.0
20230628:2111,0.0,0.0,0.0,16.04,1.79,0.0
20230628:2211,0.0,0.0,0.0,15.02,1.66,0.0
20230628:2311,0.0,0.0,0.0,14.65,1.52,0.0
20230629:0011,0.0,0.0,0.0,14.16,1.45,0.0
20230629:0111,0.0,0.0,0.0,13.44,1.52,0.0
20230629:0211,0.0,0.0,0.0,12.79,1.59,0.0
20230629:0311,0.0,0.88,2.07,12.48,1.66,0.0
20230629:0411,1720.0,9.7,9.87,13.33,1.24,0.0
20230629:0511,113140.0,150.54,18.43,15.49,0.69,0.0
20230629:0611,425280.0,533.68,27.44,17.67,0.55,0.0
20230629:0711,159430.0,209.68,36.53,19.48,1.1,0.0
20230629:0811,232760.0,299.18,45.28,20.68,1.66,0.0
20230629:0911,194680.0,253.91,53.02,21.67,2.41,0.0
20230629:1011,360900.0,457.94,58.64,21.89,2.76,0.0
20230629:1111,519840.0,662.81,60.71,22.06,2.76,0.0
20230629:1211,390360.0,496.28,58.46,22.25,2.62,0.0
20230629:1311,372620.0,474.96,52.72,22.68,2.34,0.0
20230629:1411,448740.0,572.71,44.93,23.0,2.21,0.0
20230629:1511,609760.0,791.12,36.15,23.17,2.0,0.0
20230629:1611,361870.0,459.37,27.05,23.41,1.93,0.0
20230629:1711,63390.0,95.11,18.06,23.09,1.52,0.0
20230629:1811,31510.0,54.13,9.52,22.51,0.83,0.0
20230629:1911,0.0,0.81,1.77,21.72,0.62,0.0
20230629:2011,0.0,0.0,0.0,20.68,0.83,0.0
20230629:2111,0.0,0.0,0.0,19.84,0.97,0.0
